year,inode_upstream,jnode_downstream,am_peak_mean_speed_mph,am_off_peak_mean_speed_mph,pm_off_peak_mean_speed_mph,pm_peak_mean_speed_mph,free_flow_speed_mph,j_node_delay_flag,am_peak_signal_delay_minutes,am_off_peak_signal_delay_minutes,pm_off_peak_signal_delay_minutes,pm_peak_signal_delay_minutes,am_peak_sample_count,am_off_peak_sample_count,pm_off_peak_sample_count,pm_peak_sample_count
1987,1600,1901,26,29,27,27,34,T,0.00,0.00,0.00,0.00,9,17,11,10
1987,1901,2256,26,29,27,27,34,T,0.05,0.01,0.23,0.13,9,17,11,10
1987,2256,1901,21,26,18,11,23,T,0.00,0.00,0.00,0.00,3,3,3,3
1987,1901,1600,21,26,18,11,23,T,0.54,0.27,0.81,2.41,3,3,3,3
1987,1444,2302,0,12,12,20,21,T,0.00,0.69,0.53,0.07,0,2,3,2
1987,2302,1444,8,15,17,13,15,T,0.57,0.36,0.39,0.54,1,3,3,4
1987,1444,1450,23,36,37,34,42,T,0.00,0.00,0.00,0.00,5,3,8,4
1987,1450,1456,23,36,37,34,42,T,0.75,0.00,0.00,0.00,5,3,8,4
1987,1915,1373,31,35,27,14,31,F,0.00,0.00,0.00,0.00,2,2,2,2
1987,1373,1374,31,35,27,14,31,F,0.00,0.00,0.00,0.00,2,2,2,2
1987,1374,2243,31,35,27,14,31,T,0.72,0.25,1.10,4.50,2,2,2,2
1987,2243,2244,27,30,30,28,33,F,0.16,0.03,0.03,0.09,8,8,10,6
1987,2244,1615,27,30,30,28,33,F,0.16,0.03,0.03,0.09,8,8,10,6
1987,1615,1620,27,30,30,28,33,F,0.16,0.03,0.03,0.09,8,8,10,6
1987,1620,1621,27,30,30,28,33,F,0.16,0.03,0.03,0.09,8,8,10,6
1987,1621,2321,27,30,30,28,33,T,0.32,0.26,0.42,0.19,8,8,10,6
1987,2321,1622,33,30,33,34,40,T,0.00,0.00,0.00,0.00,7,7,10,6
1987,1622,2322,33,30,33,34,40,T,0.04,0.10,0.06,0.00,7,7,10,6
1987,2322,3333,30,29,28,25,30,F,0.03,0.01,0.06,0.00,5,3,5,2
1987,3333,1641,30,29,28,25,30,F,0.03,0.01,0.06,0.00,5,3,5,2
1987,1641,1642,30,29,28,25,30,F,0.03,0.01,0.06,0.00,5,3,5,2
1987,1642,2323,30,29,28,25,30,T,0.16,0.35,0.24,0.42,5,3,5,2
1987,2323,1644,13,21,17,16,21,T,1.00,0.40,0.30,0.81,5,3,5,2
1987,1644,3378,23,20,23,21,25,F,0.00,0.00,0.00,0.00,9,6,7,4
1987,3378,2436,23,20,23,21,25,F,0.00,0.00,0.00,0.00,9,6,7,4
1987,2436,1646,23,20,23,21,25,T,0.09,0.26,0.11,0.22,9,6,7,4
1987,1646,2332,21,21,19,11,20,T,0.49,0.60,0.93,1.76,8,6,7,5
1987,2332,1646,29,32,30,30,35,T,0.14,0.04,0.12,0.08,15,12,18,8
1987,1646,2436,18,20,22,14,25,F,0.00,0.00,0.00,0.00,15,15,19,8
1987,2436,3378,18,20,22,14,25,F,0.00,0.00,0.00,0.00,15,15,19,8
1987,3378,1644,18,20,22,14,25,T,0.17,0.20,0.14,0.41,15,15,19,8
1987,1644,2323,27,19,31,15,31,T,0.10,0.30,0.03,0.67,4,4,4,4
1987,2323,1642,33,34,34,33,40,F,0.03,0.07,0.02,0.05,4,2,4,4
1987,1642,1641,33,34,34,33,40,F,0.03,0.07,0.02,0.05,4,2,4,4
1987,1641,3333,33,34,34,33,40,F,0.03,0.07,0.02,0.05,4,2,4,4
1987,3333,2322,33,34,34,33,40,T,0.00,0.00,0.09,0.00,4,2,4,4
1987,2322,1622,34,25,29,27,39,T,0.00,0.00,0.00,0.00,6,4,6,6
1987,1622,2321,34,25,29,27,39,T,0.10,0.08,0.11,0.31,6,4,6,6
1987,2321,1621,21,27,29,24,31,F,0.12,0.04,0.04,0.20,7,8,9,5
1987,1621,1620,21,27,29,24,31,F,0.12,0.04,0.04,0.20,7,8,9,5
1987,1620,1615,21,27,29,24,31,F,0.12,0.04,0.04,0.20,7,8,9,5
1987,1615,2244,21,27,29,24,31,F,0.12,0.04,0.04,0.20,7,8,9,5
1987,2244,2243,21,27,29,24,31,T,2.65,1.03,0.73,0.82,7,8,9,5
1987,2243,1374,35,31,32,34,31,F,0.00,0.00,0.00,0.00,1,1,0,2
1987,1374,1373,35,31,32,34,31,F,0.00,0.00,0.00,0.00,1,1,0,2
1987,1373,1915,35,31,32,34,31,T,0.00,0.00,0.00,0.00,1,1,0,2
1987,2228,1357,20,27,23,17,32,F,0.00,0.00,0.00,0.08,3,18,8,8
1987,1357,1359,20,27,23,17,32,F,0.00,0.00,0.00,0.08,3,18,8,8
1987,1359,1386,20,27,23,17,32,F,0.00,0.00,0.00,0.08,3,18,8,8
1987,1386,1385,20,27,23,17,32,T,0.71,0.50,0.87,0.21,3,18,8,8
1987,1385,1386,28,28,29,15,42,F,0.01,0.00,0.01,0.00,10,5,12,6
1987,1386,1359,28,28,29,15,42,F,0.01,0.00,0.01,0.00,10,5,12,6
1987,1359,1357,28,28,29,15,42,F,0.01,0.00,0.01,0.00,10,5,12,6
1987,1357,2228,28,28,29,15,42,T,0.11,0.17,0.17,0.17,10,5,12,6
1987,2443,2335,16,7,0,0,6,T,0.40,1.35,0.00,0.00,1,1,0,0
1987,1376,1943,39,44,38,46,46,T,0.00,0.00,0.00,0.00,1,2,1,1
1987,1943,3173,39,44,38,46,46,T,0.00,0.00,0.00,0.00,1,2,1,1
1987,2206,2205,26,28,49,19,50,F,0.00,0.00,0.00,0.15,5,9,6,1
1987,2205,1941,26,28,49,19,50,F,0.00,0.00,0.00,0.15,5,9,6,1
1987,1941,4517,26,28,49,19,50,T,1.28,0.76,0.03,0.00,5,9,6,1
1987,4517,1941,47,50,46,44,**,F,0.00,0.00,0.00,0.00,2,8,6,1
1987,1941,2205,47,50,46,44,**,F,0.00,0.00,0.00,0.00,2,8,6,1
1987,2205,2206,47,50,46,44,**,T,0.00,0.12,0.00,0.00,2,8,6,1
1987,3173,1943,36,44,37,0,45,T,0.00,0.00,0.00,0.00,3,2,2,0
1987,1943,1376,36,44,37,0,45,T,0.00,0.00,0.00,0.00,3,2,2,0
1987,2279,2278,9,13,9,8,10,F,0.08,0.16,0.07,0.04,4,2,4,2
1987,2278,3059,9,13,9,8,10,F,0.08,0.16,0.07,0.04,4,2,4,2
1987,3059,3061,9,13,9,8,10,F,0.08,0.16,0.07,0.04,4,2,4,2
1987,3061,3063,9,13,9,8,10,F,0.08,0.16,0.07,0.04,4,2,4,2
1987,3063,2277,9,13,9,8,10,F,0.08,0.16,0.07,0.04,4,2,4,2
1987,2277,3049,9,13,9,8,10,F,0.08,0.16,0.07,0.04,4,2,4,2
1987,3049,2276,9,13,9,8,10,T,2.05,0.21,1.00,2.80,4,2,4,2
1987,2276,3071,22,24,26,16,27,F,0.20,0.13,0.00,0.27,4,4,3,3
1987,3071,3072,22,24,26,16,27,F,0.20,0.13,0.00,0.27,4,4,3,3
1987,3072,1471,22,24,26,16,27,F,0.20,0.13,0.00,0.27,4,4,3,3
1987,1471,1480,22,24,26,16,27,F,0.20,0.13,0.00,0.27,4,4,3,3
1987,1480,2432,22,24,26,16,27,T,0.11,0.18,0.00,0.23,4,4,3,3
1987,2432,2271,23,16,1,11,19,T,0.11,0.24,0.33,0.24,5,6,6,6
1987,2271,3078,33,36,15,26,48,T,0.00,0.00,0.00,0.00,6,6,6,7
1987,3078,3160,33,36,15,26,48,T,0.00,0.00,0.00,0.00,6,6,6,7
1987,3160,3162,18,20,31,26,30,T,0.19,0.15,0.00,0.11,3,3,1,4
1987,3162,2269,26,28,26,26,27,F,0.05,0.10,0.14,0.07,6,7,6,9
1987,2269,1779,26,28,26,26,27,F,0.05,0.10,0.14,0.07,6,7,6,9
1987,1779,2268,26,28,26,26,27,F,0.05,0.10,0.14,0.07,6,7,6,9
1987,2268,1400,26,28,26,26,27,F,0.05,0.10,0.14,0.07,6,7,6,9
1987,1400,3081,26,28,26,26,27,F,0.05,0.10,0.14,0.07,6,7,6,9
1987,3081,1777,26,28,26,26,27,T,0.47,0.20,0.00,0.09,6,7,6,9
1987,1777,2267,15,25,20,25,24,F,0.11,0.00,0.00,0.00,1,3,3,5
1987,2267,2081,15,25,20,25,24,F,0.11,0.00,0.00,0.00,1,3,3,5
1987,2081,2266,15,25,20,25,24,T,0.00,0.30,0.33,0.21,1,3,3,5
1987,2266,3084,20,27,22,25,24,F,0.17,0.16,0.14,0.06,2,4,3,6
1987,3084,2309,20,27,22,25,24,F,0.17,0.16,0.14,0.06,2,4,3,6
1987,2309,3090,20,27,22,25,24,F,0.17,0.16,0.14,0.06,2,4,3,6
1987,3090,1494,20,27,22,25,24,F,0.17,0.16,0.14,0.06,2,4,3,6
1987,1494,2310,20,27,22,25,24,T,0.87,0.05,0.49,0.54,2,4,3,6
1987,2310,2311,27,27,19,25,36,T,0.00,0.03,0.00,0.00,1,5,3,6
1987,2311,1543,0,37,35,29,**,F,0.00,0.02,0.06,0.02,0,4,1,5
1987,1543,2314,0,37,35,29,**,F,0.00,0.02,0.06,0.02,0,4,1,5
1987,2314,2315,0,37,35,29,**,F,0.00,0.02,0.06,0.02,0,4,1,5
1987,2315,3507,0,37,35,29,**,F,0.00,0.02,0.06,0.02,0,4,1,5
1987,3507,1539,0,37,35,29,**,F,0.00,0.02,0.06,0.02,0,4,1,5
1987,1539,1804,0,37,35,29,**,F,0.00,0.02,0.06,0.02,0,4,1,5
1987,1804,2341,0,37,35,29,**,T,0.00,0.38,0.62,1.06,0,4,1,5
1987,2341,1537,29,29,24,18,31,T,0.00,0.00,0.00,0.00,11,18,14,13
1987,1537,2342,29,29,24,18,31,T,0.30,0.42,0.61,1.26,11,18,14,13
1987,2342,2344,38,26,30,17,31,T,0.06,0.52,0.59,0.06,12,16,14,11
1987,2344,2346,38,26,30,17,31,T,0.00,0.35,0.02,2.05,12,16,14,11
1987,2346,1957,38,31,30,20,33,F,0.00,0.03,0.00,0.07,2,6,3,4
1987,1957,2365,38,31,30,20,33,F,0.00,0.03,0.00,0.07,2,6,3,4
1987,2365,1955,38,31,30,20,33,F,0.00,0.03,0.00,0.07,2,6,3,4
1987,1955,3219,38,31,30,20,33,F,0.00,0.03,0.00,0.07,2,6,3,4
1987,3219,1511,38,31,30,20,33,F,0.00,0.03,0.00,0.07,2,6,3,4
1987,1511,3304,38,31,30,20,33,F,0.00,0.03,0.00,0.07,2,6,3,4
1987,3304,1514,38,31,30,20,33,F,0.00,0.03,0.00,0.07,2,6,3,4
1987,1514,1528,38,31,30,20,33,F,0.00,0.03,0.00,0.07,2,6,3,4
1987,1528,3305,38,31,30,20,33,F,0.00,0.03,0.00,0.07,2,6,3,4
1987,3305,3306,38,31,30,20,33,F,0.00,0.03,0.00,0.07,2,6,3,4
1987,3306,2362,38,31,30,20,33,T,0.00,0.87,0.83,0.86,2,6,3,4
1987,2362,1516,37,39,33,37,43,F,0.00,0.00,0.00,0.00,3,4,3,2
1987,1516,3307,37,39,33,37,43,F,0.00,0.00,0.00,0.00,3,4,3,2
1987,3307,1517,37,39,33,37,43,F,0.00,0.00,0.00,0.00,3,4,3,2
1987,1517,2347,37,39,33,37,43,T,0.00,0.00,0.00,0.00,3,4,3,2
1987,2347,1519,41,40,40,35,47,T,0.00,0.00,0.00,0.00,2,3,2,1
1987,1519,1520,41,40,40,35,47,T,0.00,0.00,0.00,0.00,2,3,2,1
1987,1520,1519,47,0,36,0,47,T,0.00,0.00,0.00,0.00,0,0,1,0
1987,1519,2347,47,0,36,0,47,T,0.00,0.00,0.00,0.00,0,0,1,0
1987,2347,1517,24,0,28,0,30,F,0.00,0.00,0.00,0.00,0,0,2,0
1987,1517,3307,24,0,28,0,30,F,0.00,0.00,0.00,0.00,0,0,2,0
1987,3307,1516,24,0,28,0,30,F,0.00,0.00,0.00,0.00,0,0,2,0
1987,1516,2362,24,0,28,0,30,T,1.08,0.00,0.61,0.00,0,0,2,0
1987,2362,3306,16,21,30,27,39,F,0.13,0.01,0.01,0.05,7,15,12,9
1987,3306,3305,16,21,30,27,39,F,0.13,0.01,0.01,0.05,7,15,12,9
1987,3305,1528,16,21,30,27,39,F,0.13,0.01,0.01,0.05,7,15,12,9
1987,1528,1514,16,21,30,27,39,F,0.13,0.01,0.01,0.05,7,15,12,9
1987,1514,3304,16,21,30,27,39,F,0.13,0.01,0.01,0.05,7,15,12,9
1987,3304,1511,16,21,30,27,39,F,0.13,0.01,0.01,0.05,7,15,12,9
1987,1511,3219,16,21,30,27,39,F,0.13,0.01,0.01,0.05,7,15,12,9
1987,3219,1955,16,21,30,27,39,F,0.13,0.01,0.01,0.05,7,15,12,9
1987,1955,2365,16,21,30,27,39,F,0.13,0.01,0.01,0.05,7,15,12,9
1987,2365,1957,16,21,30,27,39,F,0.13,0.01,0.01,0.05,7,15,12,9
1987,1957,2346,16,21,30,27,39,T,0.49,0.36,0.60,1.02,7,15,12,9
1987,2346,2344,30,36,36,32,41,T,0.05,0.08,0.12,0.00,14,19,24,13
1987,2344,2342,30,36,36,32,41,T,0.59,0.38,0.36,0.38,14,19,24,13
1987,2342,1537,27,36,35,4,42,T,0.00,0.00,0.00,0.00,12,21,19,12
1987,1537,2341,27,36,35,4,42,T,0.43,0.17,0.23,0.45,12,21,19,12
1987,2341,1804,32,38,39,12,42,F,0.06,0.01,0.04,0.11,7,13,14,8
1987,1804,1539,32,38,39,12,42,F,0.06,0.01,0.04,0.11,7,13,14,8
1987,1539,3507,32,38,39,12,42,F,0.06,0.01,0.04,0.11,7,13,14,8
1987,3507,2315,32,38,39,12,42,F,0.06,0.01,0.04,0.11,7,13,14,8
1987,2315,2314,32,38,39,12,42,F,0.06,0.01,0.04,0.11,7,13,14,8
1987,2314,1543,32,38,39,12,42,F,0.06,0.01,0.04,0.11,7,13,14,8
1987,1543,2311,32,38,39,12,42,T,0.60,0.25,0.16,0.06,7,13,14,8
1987,2311,2310,5,1,11,15,13,T,1.88,0.46,0.55,0.27,8,16,13,10
1987,2310,1494,18,29,29,22,37,F,0.10,0.08,0.07,0.10,7,16,14,12
1987,1494,3090,18,29,29,22,37,F,0.10,0.08,0.07,0.10,7,16,14,12
1987,3090,2309,18,29,29,22,37,F,0.10,0.08,0.07,0.10,7,16,14,12
1987,2309,3084,18,29,29,22,37,F,0.10,0.08,0.07,0.10,7,16,14,12
1987,3084,2266,18,29,29,22,37,T,0.00,0.00,0.10,0.33,7,16,14,12
1987,2266,2081,8,3,31,18,32,F,0.02,0.00,0.00,0.00,7,17,13,12
1987,2081,2267,8,3,31,18,32,F,0.02,0.00,0.00,0.00,7,17,13,12
1987,2267,1777,8,3,31,18,32,T,0.20,0.35,0.12,0.37,7,17,13,12
1987,1777,3081,9,15,30,22,30,F,0.48,0.16,0.10,0.22,9,16,15,14
1987,3081,1400,9,15,30,22,30,F,0.48,0.16,0.10,0.22,9,16,15,14
1987,1400,2268,9,15,30,22,30,F,0.48,0.16,0.10,0.22,9,16,15,14
1987,2268,1779,9,15,30,22,30,F,0.48,0.16,0.10,0.22,9,16,15,14
1987,1779,2269,9,15,30,22,30,F,0.48,0.16,0.10,0.22,9,16,15,14
1987,2269,3162,9,15,30,22,30,T,0.00,0.10,0.00,0.10,9,16,15,14
1987,3162,3160,33,44,41,16,86,T,0.00,0.00,0.00,0.00,5,10,10,5
1987,3160,3078,13,3,16,12,26,T,0.41,0.18,0.09,0.00,19,17,23,6
1987,3078,2271,13,3,16,12,26,T,0.20,0.24,0.18,0.18,19,17,23,6
1987,2271,2432,39,19,2,21,68,T,0.02,0.02,0.03,0.14,15,9,19,4
1987,2432,1480,18,18,24,27,29,F,0.02,0.19,0.05,0.06,3,3,6,2
1987,1480,1471,18,18,24,27,29,F,0.02,0.19,0.05,0.06,3,3,6,2
1987,1471,3072,18,18,24,27,29,F,0.02,0.19,0.05,0.06,3,3,6,2
1987,3072,3071,18,18,24,27,29,F,0.02,0.19,0.05,0.06,3,3,6,2
1987,3071,2276,18,18,24,27,29,T,0.75,0.40,0.00,0.00,3,3,6,2
1987,2276,3049,0,24,0,22,0,F,0.00,0.00,0.00,0.08,0,1,0,1
1987,3049,2277,0,24,0,22,0,F,0.00,0.00,0.00,0.08,0,1,0,1
1987,2277,3063,0,24,0,22,0,F,0.00,0.00,0.00,0.08,0,1,0,1
1987,3063,3061,0,24,0,22,0,F,0.00,0.00,0.00,0.08,0,1,0,1
1987,3061,3059,0,24,0,22,0,F,0.00,0.00,0.00,0.08,0,1,0,1
1987,3059,2278,0,24,0,22,0,F,0.00,0.00,0.00,0.08,0,1,0,1
1987,2278,2279,0,24,0,22,0,T,0.00,0.00,0.00,0.00,0,1,0,1
1987,1759,1748,33,38,37,31,44,F,0.06,0.10,0.01,0.08,7,3,7,10
1987,1748,1746,33,38,37,31,44,F,0.06,0.10,0.01,0.08,7,3,7,10
1987,1746,2414,33,38,37,31,44,T,0.00,0.00,0.00,0.01,7,3,7,10
1987,2414,3354,36,32,36,39,46,T,0.00,0.00,0.00,0.00,7,9,9,11
1987,3354,1741,36,32,36,39,46,T,0.00,0.08,0.00,0.00,7,9,9,11
1987,2414,1746,35,37,34,33,38,F,0.00,0.01,0.08,0.14,4,4,2,5
1987,1746,1748,35,37,34,33,38,F,0.00,0.01,0.08,0.14,4,4,2,5
1987,1748,1759,35,37,34,33,38,T,0.26,0.16,0.33,0.28,4,4,2,5
1987,1741,3354,27,36,35,34,38,T,0.00,0.00,0.00,0.00,4,4,2,4
1987,3354,2414,27,36,35,34,38,T,0.00,0.00,0.00,0.00,4,4,2,4
1987,1653,2451,24,30,33,30,29,F,0.00,0.00,0.00,0.00,6,4,6,3
1987,2451,1576,24,30,33,30,29,F,0.00,0.00,0.00,0.00,6,4,6,3
1987,1576,2373,24,30,33,30,29,T,0.93,0.51,0.28,0.40,6,4,6,3
1987,2373,1579,23,23,15,14,17,F,0.26,0.57,1.26,0.59,5,2,2,4
1987,1579,2427,23,23,15,14,17,F,0.26,0.57,1.26,0.59,5,2,2,4
1987,2427,1582,23,23,15,14,17,F,0.26,0.57,1.26,0.59,5,2,2,4
1987,1582,2336,23,23,15,14,17,T,0.95,0.53,0.44,0.91,5,2,2,4
1987,2373,1576,36,37,40,37,42,F,0.00,0.00,0.00,0.00,6,4,2,2
1987,1576,2451,36,37,40,37,42,F,0.00,0.00,0.00,0.00,6,4,2,2
1987,2451,1653,36,37,40,37,42,T,0.15,0.00,0.00,0.15,6,4,2,2
1987,2336,1582,15,20,18,13,17,F,0.48,0.27,0.51,0.36,12,8,9,10
1987,1582,2427,15,20,18,13,17,F,0.48,0.27,0.51,0.36,12,8,9,10
1987,2427,1579,15,20,18,13,17,F,0.48,0.27,0.51,0.36,12,8,9,10
1987,1579,2373,15,20,18,13,17,T,0.48,1.63,1.06,2.18,12,8,9,10
1987,3594,3166,46,0,63,46,67,T,0.00,0.00,0.00,0.00,2,0,2,2
1987,2236,2247,49,47,47,17,55,T,0.00,0.00,0.00,0.00,7,7,5,3
1987,2247,3177,48,51,60,21,86,T,0.00,0.00,0.00,0.00,7,6,5,2
1987,3177,2248,55,50,36,9,67,T,0.00,0.00,0.00,0.00,7,7,5,3
1987,2248,3177,53,46,63,64,80,T,0.00,0.00,0.00,0.00,4,4,3,6
1987,3177,2247,28,59,57,57,60,T,0.00,0.00,0.00,0.00,4,2,1,6
1987,2247,2236,30,42,53,50,60,T,0.00,0.00,0.00,0.00,5,4,3,6
1987,3166,2951,52,49,61,49,67,T,0.00,0.00,0.00,0.00,4,4,2,5
1987,2951,2250,52,49,61,49,67,T,0.00,0.00,0.00,0.06,4,4,2,5
1987,2250,3180,52,0,0,0,0,T,0.00,0.00,0.00,0.00,2,0,0,0
1987,3180,2248,51,46,0,20,56,T,0.00,0.00,0.00,0.00,3,1,0,1
1987,2248,3381,56,65,40,15,74,T,0.00,0.00,0.00,0.00,11,9,6,3
1987,3381,2318,55,55,38,14,74,T,0.00,0.00,0.00,0.00,7,6,6,2
1987,2318,2203,56,55,47,23,61,F,0.00,0.00,0.00,0.00,8,9,6,3
1987,2203,3377,56,55,47,23,61,F,0.00,0.00,0.00,0.00,8,9,6,3
1987,3377,3375,56,55,47,23,61,T,0.00,0.10,0.00,0.00,8,9,6,3
1987,3375,2331,64,60,57,49,90,T,0.00,0.00,0.00,0.00,5,4,3,2
1987,2331,3372,53,56,54,47,66,T,0.00,0.00,0.00,0.00,12,10,12,4
1987,3372,2380,64,63,57,45,94,T,0.00,0.00,0.00,0.00,5,4,5,1
1987,2380,3368,49,47,50,43,65,F,0.00,0.00,0.00,0.00,12,10,12,5
1987,3368,2381,49,47,50,43,65,F,0.00,0.00,0.00,0.00,12,10,12,5
1987,2381,2204,49,47,50,43,65,F,0.00,0.00,0.00,0.00,12,10,12,5
1987,2204,3366,49,47,50,43,65,F,0.00,0.00,0.00,0.00,12,10,12,5
1987,3366,3364,49,47,50,43,65,T,0.00,0.00,0.00,0.00,12,10,12,5
1987,3364,2202,61,57,62,57,76,T,0.00,0.00,0.00,0.00,4,1,7,2
1987,2202,3363,61,57,62,57,76,T,0.00,0.00,0.00,0.00,4,1,7,2
1987,3363,2385,20,27,30,33,53,T,0.00,0.00,0.00,0.00,3,1,5,2
1987,2385,2274,61,65,62,63,69,F,0.00,0.00,0.00,0.00,3,1,5,2
1987,2274,3361,61,65,62,63,69,F,0.00,0.00,0.00,0.00,3,1,5,2
1987,3361,2280,61,65,62,63,69,T,0.00,0.00,0.00,0.00,3,1,5,2
1987,2280,3359,52,0,59,0,66,T,0.00,0.00,0.00,0.00,1,0,3,0
1987,3359,2435,49,52,53,52,62,F,0.00,0.00,0.00,0.00,5,7,6,4
1987,2435,3357,49,52,53,52,62,F,0.00,0.00,0.00,0.00,5,7,6,4
1987,3357,3490,49,52,53,52,62,F,0.00,0.00,0.00,0.00,5,7,6,4
1987,3490,3492,49,52,53,52,62,F,0.00,0.00,0.00,0.00,5,7,6,4
1987,3492,2405,49,52,53,52,62,T,0.00,0.00,0.00,0.00,5,7,6,4
1987,2405,3384,57,57,53,57,62,T,0.00,0.00,0.00,0.00,4,6,5,4
1987,3384,2404,57,57,53,57,62,T,0.00,0.00,0.36,0.11,4,6,5,4
1987,2404,3384,58,53,53,55,65,T,0.00,0.05,0.02,0.00,6,4,6,5
1987,3384,2405,60,61,60,62,67,F,0.00,0.00,0.00,0.00,6,5,6,7
1987,2405,3492,60,61,60,62,67,F,0.00,0.00,0.00,0.00,6,5,6,7
1987,3492,3490,60,61,60,62,67,F,0.00,0.00,0.00,0.00,6,5,6,7
1987,3490,3357,60,61,60,62,67,F,0.00,0.00,0.00,0.00,6,5,6,7
1987,3357,2435,60,61,60,62,67,F,0.00,0.00,0.00,0.00,6,5,6,7
1987,2435,3359,60,61,60,62,67,T,0.00,0.09,0.00,0.00,6,5,6,7
1987,3359,2280,0,60,0,60,0,T,0.00,0.00,0.00,0.00,0,2,0,2
1987,2280,3361,45,60,55,59,68,F,0.00,0.00,0.00,0.00,6,5,3,6
1987,3361,2274,45,60,55,59,68,F,0.00,0.00,0.00,0.00,6,5,3,6
1987,2274,2385,45,60,55,59,68,T,0.00,0.00,0.00,0.00,6,5,3,6
1987,2385,3363,26,31,39,24,53,T,0.00,0.00,0.00,0.00,6,5,3,6
1987,3363,2202,22,53,54,35,65,T,0.00,0.00,0.00,0.00,5,4,2,4
1987,2202,3364,22,53,54,35,65,T,0.00,0.00,0.00,0.00,5,4,2,4
1987,3364,3366,32,59,58,63,72,F,0.00,0.00,0.00,0.00,7,6,5,8
1987,3366,2204,32,59,58,63,72,F,0.00,0.00,0.00,0.00,7,6,5,8
1987,2204,2381,32,59,58,63,72,F,0.00,0.00,0.00,0.00,7,6,5,8
1987,2381,3368,32,59,58,63,72,F,0.00,0.00,0.00,0.00,7,6,5,8
1987,3368,2380,32,59,58,63,72,T,0.99,0.00,0.00,0.00,7,6,5,8
1987,2380,3372,25,57,60,60,75,T,0.11,0.00,0.00,0.00,9,3,3,5
1987,3372,2331,28,52,54,51,58,T,0.00,0.00,0.00,0.04,10,4,5,10
1987,2331,3375,24,43,51,54,72,T,0.00,0.00,0.00,0.00,4,3,3,4
1987,3375,3377,38,56,56,57,70,F,0.00,0.00,0.00,0.00,7,8,7,10
1987,3377,2203,38,56,56,57,70,F,0.00,0.00,0.00,0.00,7,8,7,10
1987,2203,2318,38,56,56,57,70,T,0.00,0.00,0.00,0.00,7,8,7,10
1987,2318,3381,28,36,38,43,60,T,0.00,0.00,0.00,0.00,7,7,7,7
1987,3381,2248,54,32,59,61,64,T,0.00,0.00,0.00,0.00,7,6,7,8
1987,2248,3180,45,45,49,29,49,T,0.00,0.00,0.00,0.00,3,2,4,3
1987,3180,2250,0,7,58,0,0,T,0.00,0.00,0.00,0.00,0,1,1,0
1987,2250,2951,54,18,24,13,0,F,0.00,0.00,0.00,0.00,5,8,4,11
1987,2951,2238,54,18,24,13,0,F,0.00,0.00,0.00,0.00,5,8,4,11
1987,2238,2958,54,18,24,13,0,F,0.00,0.00,0.00,0.00,5,8,4,11
1987,2958,2953,54,18,24,13,0,T,0.00,0.00,0.00,0.99,5,8,4,11
1987,1317,1329,24,31,33,26,40,T,0.22,0.00,0.00,0.00,12,6,13,2
1987,1329,1330,27,36,29,29,48,F,0.00,0.00,0.00,0.00,11,4,12,3
1987,1330,1342,27,36,29,29,48,F,0.00,0.00,0.00,0.00,11,4,12,3
1987,1342,1368,27,36,29,29,48,F,0.00,0.00,0.00,0.00,11,4,12,3
1987,1368,1369,27,36,29,29,48,T,0.11,0.00,0.00,0.00,11,4,12,3
1987,1329,1317,17,17,22,5,21,T,0.61,0.71,0.34,1.35,7,10,11,4
1987,2395,1961,29,33,46,35,39,F,0.00,0.00,0.00,0.00,1,1,1,2
1987,1961,1962,29,33,46,35,39,F,0.00,0.00,0.00,0.00,1,1,1,2
1987,1962,1963,29,33,46,35,39,T,0.52,0.55,0.00,0.15,1,1,1,2
1987,1963,1962,35,34,36,34,42,F,0.00,0.00,0.00,0.00,6,4,2,2
1987,1962,1961,35,34,36,34,42,F,0.00,0.00,0.00,0.00,6,4,2,2
1987,1961,2395,35,34,36,34,42,T,0.14,0.24,0.00,0.33,6,4,2,2
1987,2311,1544,35,29,27,31,30,F,0.00,0.07,0.00,0.02,1,1,2,4
1987,1544,2312,35,29,27,31,30,F,0.00,0.07,0.00,0.02,1,1,2,4
1987,2312,1498,35,29,27,31,30,F,0.00,0.07,0.00,0.02,1,1,2,4
1987,1498,3503,35,29,27,31,30,F,0.00,0.07,0.00,0.02,1,1,2,4
1987,3503,3501,35,29,27,31,30,F,0.00,0.07,0.00,0.02,1,1,2,4
1987,3501,2349,35,29,27,31,30,T,0.00,0.62,0.34,0.27,1,1,2,4
1987,2349,3411,40,43,41,41,43,F,0.00,0.00,0.00,0.00,1,1,4,4
1987,3411,3413,40,43,41,41,43,F,0.00,0.00,0.00,0.00,1,1,4,4
1987,3413,1499,40,43,41,41,43,F,0.00,0.00,0.00,0.00,1,1,4,4
1987,1499,2352,40,43,41,41,43,T,0.00,0.00,0.00,0.00,1,1,4,4
1987,2352,2353,20,25,24,15,25,T,0.50,0.34,0.33,0.87,24,5,22,9
1987,2349,3501,0,30,30,32,**,F,0.00,0.05,0.06,0.02,0,3,3,5
1987,3501,3503,0,30,30,32,**,F,0.00,0.05,0.06,0.02,0,3,3,5
1987,3503,1498,0,30,30,32,**,F,0.00,0.05,0.06,0.02,0,3,3,5
1987,1498,2312,0,30,30,32,**,F,0.00,0.05,0.06,0.02,0,3,3,5
1987,2312,1544,0,30,30,32,**,F,0.00,0.05,0.06,0.02,0,3,3,5
