LINKID,LENGTH,ROUTETYP,AREACODE,LANES,VDF,LINKFLOW,SPEED,LANEFLOW,DELAY,SPEEDFF,LLENGTH,LSPEED,LSPEEDFF,LLANES,LLANEFLO,LDELAY,VCR,VCR2,VCR3,VCR4,INBELT,RURAL,LOSTSPD,VCR5,VCR6,VCR7,LANES1,LANES2,LANES3,LANES4,TIMECONG,TIMEFF,LINKDEL,LINKDELRAT,ESTSPD,SQDERR,SQRTLEN,DELPMIL,RT4,RT3,RT2,ESTTIME,ACTTIME,ACTTIMFF,FLOWDEL,APPRDEL,,Link Stopped Delay,Link Running Time,Approach Delay,Flow Delay,,InBelt,,,,,Rural,,,,,OUTBELT,,,
14601400,1.05,2,38,2,3,1325,30,662.5,0.06,40,0.049,3.401,3.689,0.693,6.496,-2.813,0.442,0.195,0.086,0.038,0,0,10,0.017,0.007,0.003,0,1,0,0,2.1,1.575,0.525,0.333,30.382,0.146,1.025,0.057,0,0,1,2.074,2.1,1.575,0.205,0.018,,79.5,2748.0499999999997,23.849999999999998,271.625,,0,0,0,0,,0,0,0,0,,79.5,2748.0499999999997,23.849999999999998,271.625
14662300,0.28,2,19,2,19,584.1,11,292.05,1.2,16,-1.273,2.398,2.773,0.693,5.677,0.182,0.195,0.038,0.007,0.001,1,0,5,0,0,0,0,1,0,0,1.527,1.05,0.477,0.455,12.592,2.535,0.529,4.286,0,0,1,1.334,1.527,1.05,0.076,0.395,,700.92,779.1894000000001,230.7195,44.391600000000004,,700.92,779.1894000000001,230.7195,44.391600000000004,,0,0,0,0,,0,0,0,0
14662300,0.24,2,19,2,19,434.61,4,217.31,1.04,19,-1.427,1.386,2.944,0.693,5.381,0.039,0.145,0.021,0.003,0,1,0,15,0,0,0,0,1,0,0,3.6,0.758,2.842,3.75,14.622,112.835,0.49,4.333,0,0,1,0.985,3.6,0.758,0.037,0.235,,451.99440000000004,428.09085,102.13335,16.080569999999998,,451.99440000000004,428.09085,102.13335,16.080569999999998,,0,0,0,0,,0,0,0,0
14671500,0.13,2,19,2,10,519.4,20,259.7,0.18,39,-2.04,2.996,3.664,0.693,5.56,-1.715,0.173,0.03,0.005,0.001,1,0,19,0,0,0,0,1,0,0,0.39,0.2,0.19,0.95,26.553,42.937,0.361,1.385,0,0,1,0.294,0.39,0.2,0.007,0.009,,93.49199999999999,152.7036,4.6746,3.6357999999999997,,93.49199999999999,152.7036,4.6746,3.6357999999999997,,0,0,0,0,,0,0,0,0
14732300,0.2,2,15,2,10,830.61,28,415.31,0.13,42,-1.609,3.332,3.738,0.693,6.029,-2.04,0.277,0.077,0.021,0.006,1,0,14,0.002,0,0,0,1,0,0,0.429,0.286,0.143,0.5,28.074,0.005,0.447,0.65,0,0,1,0.427,0.429,0.286,0.016,0.009,,107.97930000000001,354.67047,7.47549,13.289760000000001,,107.97930000000001,354.67047,7.47549,13.289760000000001,,0,0,0,0,,0,0,0,0
15312300,0.67,2,32,2,9,1339.57,33,669.79,0.57,50,-0.4,3.497,3.912,0.693,6.507,-0.562,0.447,0.199,0.089,0.04,0,0,17,0.018,0.008,0.004,0,1,0,0,1.218,0.804,0.414,0.515,32.229,0.594,0.819,0.851,0,0,1,1.247,1.218,0.804,0.118,0.089,,763.5548999999999,1670.44379,119.22173,158.06925999999999,,0,0,0,0,,0,0,0,0,,763.5548999999999,1670.44379,119.22173,158.06925999999999
15312300,0.42,2,32,2,9,509.76,34,254.88,0.5,48,-0.868,3.526,3.871,0.693,5.541,-0.693,0.17,0.029,0.005,0.001,0,0,14,0,0,0,0,1,0,0,0.741,0.525,0.216,0.412,32.922,1.163,0.648,1.19,0,0,1,0.765,0.741,0.525,0.029,0.047,,254.88,389.9664,23.95872,14.78304,,0,0,0,0,,0,0,0,0,,254.88,389.9664,23.95872,14.78304
15531600,0.17,2,32,2,9,3054.53,30,1527.27,0,48,-1.772,3.401,3.871,0.693,7.331,        .   ,1.018,1.037,1.056,1.075,0,0,18,1.094,1.114,1.134,0,1,0,0,0.34,0.213,0.128,0.6,28.114,3.558,0.412,0,0,0,1,0.363,0.34,0.213,0.078,0,,0,1108.79439,0,238.25334,,0,0,0,0,,0,0,0,0,,0,1108.79439,0,238.25334
15532300,0.6,2,32,2,9,685.79,40,342.9,0.09,47,-0.511,3.689,3.85,0.693,5.837,-2.408,0.229,0.052,0.012,0.003,0,0,7,0.001,0,0,0,1,0,0,0.9,0.766,0.134,0.175,34.26,32.943,0.775,0.15,0,0,1,1.051,0.9,0.766,0.05,0.012,,61.72109999999999,720.7652899999999,8.22948,34.2895,,0,0,0,0,,0,0,0,0,,61.72109999999999,720.7652899999999,8.22948,34.2895
15541600,0.17,2,32,2,9,827.41,49,413.71,0,49,-1.772,3.892,3.829,0.693,6.025,        .   ,0.276,0.076,0.021,0.006,0,0,-3,0.002,0,0,0,1,0,0,0.208,0.208,0,0,34.197,219.14,0.412,0,0,0,1,0.298,0.208,0.208,0.017,0,,0,246.56817999999998,0,14.06597,,0,0,0,0,,0,0,0,0,,0,246.56817999999998,0,14.06597
15543300,0.49,2,26,2,40,2457.01,30,1228.51,0,48,-0.713,3.401,3.871,0.693,7.114,        .   ,0.819,0.671,0.549,0.45,0,0,18,0.368,0.302,0.247,0,1,0,0,0.98,0.613,0.368,0.6,30.455,0.207,0.7,0,0,0,1,0.965,0.98,0.613,0.163,0,,0,2371.01465,0,400.4926300000001,,0,0,0,0,,0,0,0,0,,0,2371.01465,0,400.4926300000001
15662400,0.3,2,60,2,8,466.24,19,233.12,0.92,31,-1.204,2.944,3.434,0.693,5.452,-0.083,0.155,0.024,0.004,0.001,0,0,12,0,0,0,0,1,0,0,0.947,0.581,0.367,0.632,22.096,9.587,0.548,3.067,0,0,1,0.815,0.947,0.581,0.041,0.125,,428.9408,379.9856,58.28,19.115840000000002,,0,0,0,0,,0,0,0,0,,428.9408,379.9856,58.28,19.115840000000002
15862300,0.28,2,26,2,9,1847.29,22,923.65,0.53,35,-1.273,3.091,3.555,0.693,6.828,-0.635,0.616,0.379,0.233,0.144,0,0,13,0.089,0.055,0.034,0,1,0,0,0.764,0.48,0.284,0.591,22.379,0.144,0.529,1.893,0,0,1,0.751,0.764,0.48,0.129,0.07,,979.0637,1387.31479,129.3103,238.30041,,0,0,0,0,,0,0,0,0,,979.0637,1387.31479,129.3103,238.30041
15862300,0.57,2,26,2,40,696.96,27,348.48,0.55,35,-0.562,3.296,3.555,0.693,5.854,-0.598,0.232,0.054,0.013,0.003,0,0,8,0.001,0,0,0,1,0,0,1.267,0.977,0.29,0.296,25.934,1.136,0.755,0.965,0,0,1,1.319,1.267,0.977,0.083,0.111,,383.32800000000003,919.29024,77.36256,57.847680000000004,,0,0,0,0,,0,0,0,0,,383.32800000000003,919.29024,77.36256,57.847680000000004
16522300,0.67,2,26,2,10,1387.2,22,693.6,0.98,30,-0.4,3.091,3.401,0.693,6.542,-0.02,0.462,0.214,0.099,0.046,0,0,8,0.021,0.01,0.005,0,1,0,0,1.827,1.34,0.487,0.364,19.993,4.029,0.819,1.463,0,0,1,2.011,1.827,1.34,0.298,0.353,,1359.4560000000001,2789.6592,489.6816,413.3856,,0,0,0,0,,0,0,0,0,,1359.4560000000001,2789.6592,489.6816,413.3856
16523300,0.46,2,26,2,9,1588.95,25,794.48,0.08,28,-0.777,3.219,3.332,0.693,6.678,-2.526,0.53,0.281,0.149,0.079,0,0,3,0.042,0.022,0.012,0,1,0,0,1.104,0.986,0.118,0.12,21.891,9.665,0.678,0.174,0,0,1,1.261,1.104,0.986,0.194,0.02,,127.116,2003.6659499999998,31.779,308.2563,,0,0,0,0,,0,0,0,0,,127.116,2003.6659499999998,31.779,308.2563
17262400,0.34,2,74,2,27,900.6,2,450.3,0.23,47,-1.079,0.693,3.85,0.693,6.11,-1.47,0.3,0.09,0.027,0.008,0,0,45,0.002,0.001,0,0,1,0,0,10.2,0.434,9.766,22.5,32.414,925.039,0.583,0.676,0,0,1,0.629,10.2,0.434,0.041,0.019,,207.138,566.4774,17.1114,36.924600000000005,,0,0,0,0,,0,0,0,0,,207.138,566.4774,17.1114,36.924600000000005
17272400,0.54,2,74,2,7,1289.15,40,644.58,0.08,49,-0.616,3.689,3.892,0.693,6.469,-2.526,0.43,0.185,0.079,0.034,0,0,9,0.015,0.006,0.003,0,1,0,0,0.81,0.661,0.149,0.225,33.667,40.101,0.735,0.148,0,0,1,0.962,0.81,0.661,0.084,0.01,,103.132,1240.1623,12.8915,108.28860000000002,,0,0,0,0,,0,0,0,0,,103.132,1240.1623,12.8915,108.28860000000002
17332400,0.33,2,74,2,7,582.35,35,291.18,0.06,38,-1.109,3.555,3.638,0.693,5.674,-2.813,0.194,0.038,0.007,0.001,0,0,3,0,0,0,0,1,0,0,0.566,0.521,0.045,0.086,29.302,32.467,0.574,0.182,0,0,1,0.676,0.566,0.521,0.032,0.006,,34.941,393.6686,3.4941000000000004,18.6352,,0,0,0,0,,0,0,0,0,,34.941,393.6686,3.4941000000000004,18.6352
17523300,0.34,2,59,2,17,1534.68,12,767.34,0.99,34,-1.079,2.485,3.526,0.693,6.643,-0.01,0.512,0.262,0.134,0.068,0,0,22,0.035,0.018,0.009,0,1,0,0,1.7,0.6,1.1,1.833,20.766,76.842,0.583,2.912,0,0,1,0.982,1.7,0.6,0.154,0.168,,1519.3332,1507.05576,257.82624000000004,236.34072,,0,0,0,0,,0,0,0,0,,1519.3332,1507.05576,257.82624000000004,236.34072
17552400,0.21,2,69,2,9,1055.36,36,527.68,0.53,40,-1.561,3.584,3.689,0.693,6.268,-0.635,0.352,0.124,0.044,0.015,0,0,4,0.005,0.002,0.001,0,1,0,0,0.35,0.315,0.035,0.111,26.749,85.586,0.458,2.524,0,0,1,0.471,0.35,0.315,0.042,0.037,,559.3408,497.0745599999999,39.04832,44.32512,,0,0,0,0,,0,0,0,0,,559.3408,497.0745599999999,39.04832,44.32512
17552400,0.39,2,69,2,9,690.64,29,345.32,0,43,-0.942,3.367,3.761,0.693,5.844,        .   ,0.23,0.053,0.012,0.003,0,0,14,0.001,0,0,0,1,0,0,0.807,0.544,0.263,0.483,32.031,9.188,0.624,0,0,0,1,0.731,0.807,0.544,0.038,0,,0,504.85783999999995,0,26.24432,,0,0,0,0,,0,0,0,0,,0,504.85783999999995,0,26.24432
17592400,0.21,2,59,2,19,1212.78,20,606.39,0.05,22,-1.561,2.996,3.091,0.693,6.408,-2.996,0.404,0.163,0.066,0.027,0,0,2,0.011,0.004,0.002,0,1,0,0,0.63,0.573,0.057,0.1,19.213,0.62,0.458,0.238,0,0,1,0.656,0.63,0.573,0.09,0.007,,60.639,795.5836800000001,8.48946,109.1502,,0,0,0,0,,0,0,0,0,,60.639,795.5836800000001,8.48946,109.1502
17761800,0.26,2,30,2,10,137.24,16,68.62,0.85,35,-1.347,2.773,3.555,0.693,4.229,-0.163,0.046,0.002,0,0,0,0,19,0,0,0,0,1,0,0,0.975,0.446,0.529,1.188,25.183,84.331,0.51,3.269,0,0,1,0.619,0.975,0.446,0.008,0.079,,116.65400000000001,84.95156,10.84196,1.09792,,0,0,0,0,,0,0,0,0,,116.65400000000001,84.95156,10.84196,1.09792
17771800,0.26,2,30,2,10,86.48,23,43.24,0,23,-1.347,3.135,3.045,0.693,3.767,        .   ,0.029,0.001,0,0,0,0,-2,0,0,0,0,1,0,0,0.678,0.678,0,0,22.897,0.011,0.51,0,0,0,1,0.681,0.678,0.678,0.006,0,,0,58.892880000000005,0,0.51888,,0,0,0,0,,0,0,0,0,,0,58.892880000000005,0,0.51888
18012400,0.18,2,68,2,8,1468.58,25,734.29,0.27,43,-1.715,3.219,3.761,0.693,6.599,-1.309,0.49,0.24,0.117,0.057,0,0,18,0.028,0.014,0.007,0,1,0,0,0.432,0.251,0.181,0.72,28.334,11.113,0.424,1.5,0,0,1,0.381,0.432,0.251,0.044,0.015,,396.5166,559.5289799999999,22.028699999999997,64.61752,,0,0,0,0,,0,0,0,0,,396.5166,559.5289799999999,22.028699999999997,64.61752
18032400,0.29,2,49,2,19,1087.32,32,543.66,0.25,33,-1.238,3.466,3.497,0.693,6.298,-1.386,0.362,0.131,0.048,0.017,0,0,1,0.006,0.002,0.001,0,1,0,0,0.544,0.527,0.016,0.031,24.517,56.001,0.539,0.862,0,0,1,0.71,0.544,0.527,0.071,0.03,,271.83,771.9971999999999,32.6196,77.19971999999999,,0,0,0,0,,0,0,0,0,,271.83,771.9971999999999,32.6196,77.19971999999999
18062300,0.22,2,26,2,19,793.56,17,396.78,0.3,17,-1.514,2.833,2.773,0.693,5.983,-1.204,0.265,0.07,0.019,0.005,0,0,-1,0.001,0,0,0,1,0,0,0.776,0.776,0,0,16.604,0.157,0.469,1.364,0,0,1,0.795,0.776,0.776,0.085,0.058,,238.06799999999998,630.8802,46.02648,67.4526,,0,0,0,0,,0,0,0,0,,238.06799999999998,630.8802,46.02648,67.4526
22091300,0.25,2,10,2,7,1267.55,33,633.78,0.1,36,-1.386,3.497,3.584,0.693,6.452,-2.303,0.423,0.179,0.075,0.032,1,0,3,0.013,0.006,0.002,0,1,0,0,0.455,0.417,0.038,0.091,25.301,59.271,0.5,0.4,0,0,1,0.593,0.455,0.417,0.037,0.01,,126.755,751.6571499999999,12.6755,46.89935,,126.755,751.6571499999999,12.6755,46.89935,,0,0,0,0,,0,0,0,0
22093100,0.62,2,10,2,7,2048.2,24,1024.1,0.3,34,-0.478,3.178,3.526,0.693,6.932,-1.204,0.683,0.466,0.318,0.217,1,0,10,0.148,0.101,0.069,0,1,0,0,1.55,1.094,0.456,0.417,24.701,0.491,0.787,0.484,0,0,1,1.506,1.55,1.094,0.148,0.077,,614.4599999999999,3084.5892,157.7114,303.13359999999994,,614.4599999999999,3084.5892,157.7114,303.13359999999994,,0,0,0,0,,0,0,0,0
22111300,0.3,2,11,2,17,1748.31,22,874.16,0.05,27,-1.204,3.091,3.296,0.693,6.773,-2.996,0.583,0.34,0.198,0.115,1,0,5,0.067,0.039,0.023,0,1,0,0,0.818,0.667,0.152,0.227,21.266,0.538,0.548,0.167,0,0,1,0.846,0.818,0.667,0.082,0.009,,87.41550000000001,1479.07026,15.734789999999998,143.36142,,87.41550000000001,1479.07026,15.734789999999998,143.36142,,0,0,0,0,,0,0,0,0
22111300,0.39,2,10,2,7,1151.4,33,575.7,0.1,36,-0.942,3.497,3.584,0.693,6.356,-2.303,0.384,0.147,0.057,0.022,1,0,3,0.008,0.003,0.001,0,1,0,0,0.709,0.65,0.059,0.091,26.383,43.787,0.624,0.256,0,0,1,0.887,0.709,0.65,0.048,0.015,,115.14000000000001,1021.2918000000001,17.271,55.2672,,115.14000000000001,1021.2918000000001,17.271,55.2672,,0,0,0,0,,0,0,0,0
22133100,0.11,2,14,2,10,451.05,35,225.53,0,35,-2.207,3.555,3.497,0.693,5.418,        .   ,0.15,0.023,0.003,0.001,1,0,-2,0,0,0,0,1,0,0,0.189,0.189,0,0,25.67,87.045,0.332,0,0,0,1,0.257,0.189,0.189,0.006,0,,0,115.91985000000001,0,2.7063,,0,115.91985000000001,0,2.7063,,0,0,0,0,,0,0,0,0
22133100,0.09,2,14,2,10,829.26,20,414.63,0,29,-2.408,2.996,3.367,0.693,6.027,        .   ,0.276,0.076,0.021,0.006,1,0,9,0.002,0,0,0,1,0,0,0.27,0.186,0.084,0.45,22.387,5.699,0.3,0,0,0,1,0.241,0.27,0.186,0.011,0,,0,199.85165999999998,0,9.12186,,0,199.85165999999998,0,9.12186,,0,0,0,0,,0,0,0,0
22191300,0.38,2,12,2,20,476.19,30,238.1,0,46,-0.968,3.401,3.829,0.693,5.473,        .   ,0.159,0.025,0.004,0.001,1,0,16,0,0,0,0,1,0,0,0.76,0.496,0.264,0.533,32.123,4.509,0.616,0,0,0,1,0.71,0.76,0.496,0.014,0,,0,338.0949,0,6.66666,,0,338.0949,0,6.66666,,0,0,0,0,,0,0,0,0
22191300,0.35,2,12,2,20,1805.76,19,902.88,0.02,19,-1.05,2.944,2.944,0.693,6.806,-3.912,0.602,0.362,0.218,0.131,1,0,0,0.079,0.048,0.029,0,1,0,0,1.105,1.105,0,0,18.201,0.638,0.592,0.057,0,0,1,1.154,1.105,1.105,0.133,0.006,,36.1152,2083.8470399999997,10.83456,240.16608000000002,,36.1152,2083.8470399999997,10.83456,240.16608000000002,,0,0,0,0,,0,0,0,0
22201300,0.81,2,10,2,7,2150.29,24,1075.15,0.3,34,-0.211,3.178,3.526,0.693,6.98,-1.204,0.717,0.514,0.368,0.264,1,0,10,0.189,0.136,0.097,0,1,0,0,2.025,1.429,0.596,0.417,25.779,3.166,0.9,0.37,0,0,1,1.885,2.025,1.429,0.186,0.092,,645.087,4053.2966499999998,197.82667999999998,399.95394,,645.087,4053.2966499999998,197.82667999999998,399.95394,,0,0,0,0,,0,0,0,0
22202200,0.37,2,10,2,7,688.7,33,344.35,0.17,46,-0.994,3.497,3.829,0.693,5.842,-1.772,0.23,0.053,0.012,0.003,1,0,13,0.001,0,0,0,1,0,0,0.673,0.483,0.19,0.394,30.919,4.329,0.608,0.459,0,0,1,0.718,0.673,0.483,0.02,0.017,,117.07900000000002,494.4866,11.707900000000002,13.774000000000001,,117.07900000000002,494.4866,11.707900000000002,13.774000000000001,,0,0,0,0,,0,0,0,0
22223100,0.09,2,14,2,22,806.54,28,403.27,0.1,37,-2.408,3.332,3.611,0.693,6,-2.303,0.269,0.072,0.019,0.005,1,0,9,0.001,0,0,0,1,0,0,0.193,0.146,0.047,0.321,25.387,6.829,0.3,1.111,0,0,1,0.213,0.193,0.146,0.008,0.004,,80.654,171.79301999999998,3.22616,6.45232,,80.654,171.79301999999998,3.22616,6.45232,,0,0,0,0,,0,0,0,0
22271400,0.55,2,10,2,7,841.82,33,420.91,0.17,46,-0.598,3.497,3.829,0.693,6.042,-1.772,0.281,0.079,0.022,0.006,1,0,13,0.002,0,0,0,1,0,0,1,0.717,0.283,0.394,31.856,1.308,0.742,0.309,0,0,1,1.036,1,0.717,0.035,0.024,,143.10940000000002,872.12552,20.203680000000002,29.463700000000003,,143.10940000000002,872.12552,20.203680000000002,29.463700000000003,,0,0,0,0,,0,0,0,0
22272200,0.37,2,10,2,7,1042.75,30,521.38,0.1,44,-0.994,3.401,3.784,0.693,6.256,-2.303,0.348,0.121,0.042,0.015,1,0,14,0.005,0.002,0.001,0,1,0,0,0.74,0.505,0.235,0.467,29.864,0.018,0.608,0.27,0,0,1,0.743,0.74,0.505,0.033,0.011,,104.275,774.76325,11.47025,34.41075,,104.275,774.76325,11.47025,34.41075,,0,0,0,0,,0,0,0,0
22343200,0.18,2,21,2,13,2276.01,15,1138.01,0.02,44,-1.715,2.708,3.784,0.693,7.037,-3.912,0.759,0.576,0.437,0.331,0,0,29,0.251,0.191,0.145,0,1,0,0,0.72,0.245,0.475,1.933,27.938,167.391,0.424,0.111,0,0,1,0.387,0.72,0.245,0.066,0.001,,45.5202,880.8158700000001,2.2760100000000003,150.21666000000002,,0,0,0,0,,0,0,0,0,,45.5202,880.8158700000001,2.2760100000000003,150.21666000000002
22621400,0.57,2,30,2,40,1203.84,27,601.92,0.59,33,-0.562,3.296,3.497,0.693,6.4,-0.528,0.401,0.161,0.065,0.026,0,0,6,0.01,0.004,0.002,0,1,0,0,1.267,1.036,0.23,0.222,23.46,12.532,0.755,1.035,0,0,1,1.458,1.267,1.036,0.166,0.143,,710.2656,1755.1987199999999,172.14911999999998,199.83744,,0,0,0,0,,0,0,0,0,,710.2656,1755.1987199999999,172.14911999999998,199.83744
22721300,0.41,2,15,2,20,2076,26,1038,0.18,33,-0.892,3.258,3.497,0.693,6.945,-1.715,0.692,0.479,0.331,0.229,1,0,7,0.159,0.11,0.076,0,1,0,0,0.946,0.745,0.201,0.269,23.446,6.521,0.64,0.439,0,0,1,1.049,0.946,0.745,0.109,0.034,,373.68,2177.7239999999997,70.584,226.284,,373.68,2177.7239999999997,70.584,226.284,,0,0,0,0,,0,0,0,0
22721300,0.29,2,15,2,21,638,28,319,0.07,29,-1.238,3.332,3.367,0.693,5.765,-2.659,0.213,0.045,0.01,0.002,1,0,1,0,0,0,0,1,0,0,0.621,0.6,0.021,0.036,23.633,19.074,0.539,0.241,0,0,1,0.736,0.621,0.6,0.025,0.01,,44.660000000000004,469.568,6.38,15.950000000000001,,44.660000000000004,469.568,6.38,15.950000000000001,,0,0,0,0,,0,0,0,0
22732300,0.22,2,19,2,22,611.52,1,305.76,0.47,37,-1.514,0,3.611,0.693,5.723,-0.755,0.204,0.042,0.008,0.002,1,0,36,0,0,0,0,1,0,0,13.2,0.357,12.843,36,24.736,563.408,0.469,2.136,0,0,1,0.534,13.2,0.357,0.017,0.041,,287.4144,326.55168000000003,25.07232,10.39584,,287.4144,326.55168000000003,25.07232,10.39584,,0,0,0,0,,0,0,0,0
22733100,0.23,2,15,2,21,1691.28,26,845.64,0.18,33,-1.47,3.258,3.497,0.693,6.74,-1.715,0.564,0.318,0.179,0.101,1,0,7,0.057,0.032,0.018,0,1,0,0,0.531,0.418,0.113,0.269,22.857,9.879,0.48,0.783,0,0,1,0.604,0.531,0.418,0.053,0.02,,304.43039999999996,1021.5331199999999,33.8256,89.63784,,304.43039999999996,1021.5331199999999,33.8256,89.63784,,0,0,0,0,,0,0,0,0
22751500,0.28,2,19,2,19,337.59,4,168.8,0.38,19,-1.273,1.386,2.944,0.693,5.129,-0.968,0.113,0.013,0.001,0,1,0,15,0,0,0,0,1,0,0,4.2,0.884,3.316,3.75,18.212,201.989,0.529,1.357,0,0,1,0.922,4.2,0.884,0.022,0.078,,128.2842,311.25798,26.332019999999996,7.426979999999999,,128.2842,311.25798,26.332019999999996,7.426979999999999,,0,0,0,0,,0,0,0,0
22752300,0.22,2,19,2,22,1105.44,8,552.72,1.08,16,-1.514,2.079,2.773,0.693,6.315,0.077,0.368,0.136,0.05,0.018,1,0,8,0.007,0.003,0.001,0,1,0,0,1.65,0.825,0.825,1,12,16.004,0.469,4.909,0,0,1,1.1,1.65,0.825,0.118,0.313,,1193.8752000000002,1215.9840000000002,346.00272,130.44192,,1193.8752000000002,1215.9840000000002,346.00272,130.44192,,0,0,0,0,,0,0,0,0
22761500,0.12,2,19,2,10,535.08,20,267.54,0.18,39,-2.12,2.996,3.664,0.693,5.589,-1.715,0.178,0.032,0.006,0.001,1,0,19,0,0,0,0,1,0,0,0.36,0.185,0.175,0.95,26.464,41.787,0.346,1.5,0,0,1,0.272,0.36,0.185,0.007,0.008,,96.3144,145.54176,4.28064,3.7455600000000002,,96.3144,145.54176,4.28064,3.7455600000000002,,0,0,0,0,,0,0,0,0
22791500,0.24,2,19,2,19,598.95,11,299.48,0,16,-1.427,2.398,2.773,0.693,5.702,        .   ,0.2,0.04,0.008,0.002,1,0,5,0,0,0,0,1,0,0,1.309,0.9,0.409,0.455,18.102,50.437,0.49,0,0,0,1,0.795,1.309,0.9,0.033,0,,0,476.16525000000007,0,19.76535,,0,476.16525000000007,0,19.76535,,0,0,0,0,,0,0,0,0
23292300,0.16,2,26,2,8,1849.79,19,924.9,0.03,37,-1.833,2.944,3.611,0.693,6.83,-3.507,0.617,0.38,0.234,0.145,0,0,18,0.089,0.055,0.034,0,1,0,0,0.505,0.259,0.246,0.947,25.301,39.705,0.4,0.188,0,0,1,0.379,0.505,0.259,0.059,0.002,,55.4937,701.07041,3.69958,109.13761,,0,0,0,0,,0,0,0,0,,55.4937,701.07041,3.69958,109.13761
23302300,0.16,2,26,2,8,635.35,17,317.68,0.21,24,-1.833,2.833,3.178,0.693,5.761,-1.561,0.212,0.045,0.009,0.002,0,0,7,0,0,0,0,1,0,0,0.565,0.4,0.165,0.412,20.845,14.781,0.4,1.313,0,0,1,0.461,0.565,0.4,0.033,0.019,,133.4235,292.89635000000004,12.07165,20.96655,,0,0,0,0,,0,0,0,0,,133.4235,292.89635000000004,12.07165,20.96655
23321800,0.22,2,26,2,19,861.9,1,430.95,0.2,21,-1.514,0,3.045,0.693,6.066,-1.609,0.287,0.083,0.024,0.007,0,0,20,0.002,0.001,0,0,1,0,0,13.2,0.629,12.571,20,18.936,321.715,0.469,0.909,0,0,1,0.697,13.2,0.629,0.071,0.031,,172.38,600.7443,26.718899999999998,61.19489999999999,,0,0,0,0,,0,0,0,0,,172.38,600.7443,26.718899999999998,61.19489999999999
23332300,0.44,2,26,2,10,1196.85,22,598.43,0.43,25,-0.821,3.091,3.219,0.693,6.394,-0.844,0.399,0.159,0.063,0.025,0,0,3,0.01,0.004,0.002,0,1,0,0,1.2,1.056,0.144,0.136,19.722,5.188,0.663,0.977,0,0,1,1.339,1.2,1.056,0.177,0.116,,514.6455,1602.5821499999997,138.8346,211.84244999999999,,0,0,0,0,,0,0,0,0,,514.6455,1602.5821499999997,138.8346,211.84244999999999
23351600,0.28,2,26,2,9,554.49,27,277.25,0,35,-1.273,3.296,3.555,0.693,5.625,        .   ,0.185,0.034,0.006,0.001,0,0,8,0,0,0,0,1,0,0,0.622,0.48,0.142,0.296,27.96,0.922,0.529,0,0,0,1,0.601,0.622,0.48,0.028,0,,0,333.24849,0,15.52572,,0,0,0,0,,0,0,0,0,,0,333.24849,0,15.52572
23352300,0.44,2,26,2,10,2518.94,19,1259.47,0.6,20,-0.821,2.944,2.996,0.693,7.138,-0.511,0.84,0.705,0.592,0.497,0,0,1,0.417,0.35,0.294,0,1,0,0,1.389,1.32,0.069,0.053,13.089,34.945,0.663,1.364,0,0,1,2.017,1.389,1.32,0.657,0.335,,1511.364,5080.70198,843.8449,1654.94358,,0,0,0,0,,0,0,0,0,,1511.364,5080.70198,843.8449,1654.94358
23353300,0.33,2,26,2,10,1176.65,22,588.33,0.25,30,-1.109,3.091,3.401,0.693,6.377,-1.386,0.392,0.154,0.06,0.024,0,0,8,0.009,0.004,0.001,0,1,0,0,0.9,0.66,0.24,0.364,22.854,0.73,0.574,0.758,0,0,1,0.866,0.9,0.66,0.099,0.039,,294.1625,1018.9789000000001,45.88935,116.48835000000001,,0,0,0,0,,0,0,0,0,,294.1625,1018.9789000000001,45.88935,116.48835000000001
23361600,0.57,2,26,2,40,1634.88,22,817.44,0.32,35,-0.562,3.091,3.555,0.693,6.706,-1.139,0.545,0.297,0.162,0.088,0,0,13,0.048,0.026,0.014,0,1,0,0,1.555,0.977,0.577,0.591,24.609,6.806,0.755,0.561,0,0,1,1.39,1.555,0.977,0.199,0.074,,523.1616,2272.4832,120.98112,325.34112000000005,,0,0,0,0,,0,0,0,0,,523.1616,2272.4832,120.98112,325.34112000000005
23363300,0.45,2,26,2,40,665.7,49,332.85,0,49,-0.799,3.892,3.829,0.693,5.808,        .   ,0.222,0.049,0.011,0.002,0,0,-3,0.001,0,0,0,1,0,0,0.551,0.551,0,0,35.342,186.531,0.671,0,0,0,1,0.764,0.551,0.551,0.034,0,,0,508.5948,0,22.633800000000004,,0,0,0,0,,0,0,0,0,,0,508.5948,0,22.633800000000004
23391700,0.67,2,26,2,10,1678.08,25,839.04,0.08,28,-0.4,3.219,3.332,0.693,6.732,-2.526,0.559,0.313,0.175,0.098,0,0,3,0.055,0.031,0.017,0,1,0,0,1.608,1.436,0.172,0.12,22.224,7.704,0.819,0.119,0,0,1,1.809,1.608,1.436,0.288,0.028,,134.2464,3035.6467199999997,46.98624,483.28703999999993,,0,0,0,0,,0,0,0,0,,134.2464,3035.6467199999997,46.98624,483.28703999999993
23392300,0.45,2,32,2,10,1176,35,588,0.14,44,-0.799,3.555,3.784,0.693,6.377,-1.966,0.392,0.154,0.06,0.024,0,0,9,0.009,0.004,0.001,0,1,0,0,0.771,0.614,0.158,0.257,30.871,17.048,0.671,0.311,0,0,1,0.875,0.771,0.614,0.076,0.017,,164.64000000000001,1029,19.992,89.376,,0,0,0,0,,0,0,0,0,,164.64000000000001,1029,19.992,89.376
